A0A023VZR2	A0A023VZR2
A0A068B409	A0A068B409
A0A0A0VBR5	A0A0A0VBR5
A0A1D0C0W1	A0A1D0C0W1
A0A1L9X9H4	A0A1L9X9H4
A0A1Q1NL17	A0A1Q1NL17
A0A1S4HE90	A0A1S4HE90
A0A224AHH8	A0A224AHH8
A0A3G5BIC2	A0A3G5BIC2
A0A5C1ZXT8	A0A5C1ZXT8
A0A6B9KZ90	A0A6B9KZ90
A0A6G9KHD3	A0A6G9KHD3
A0A6M3Z541	A0A6M3Z541
A0A835CKX4	A0A835CKX4
A0A8B6XDS4	A0A8B6XDS4
A0A976XK90	A0A976XK90
A1XIH5	A1XIH5
A1XIH5	C5G168
A1XIH5	A1CWF3
A7L036	A7L036
A7RJ12	A7RJ12
A7RMN1	A7RMN1
A7SXG9	A7SXG9
A8YPR6	A8YPR6
B0X6Z1	B0X6Z1
B1P1J4	B1P1J4
B2CS62	B2CS62
B3A0N1	B3A0N1
B3A0N2	B3A0N2
B3A0N2	P07597
B3A0N2	A0A7G2A2Z3
B3A0N2	Q9SCZ0
B3EWU8	B3EWU8
B5AJT2	B5AJT2
B5U2W0	B5U2W0
B6DD38	B6DD38
B9URJ1	B9URJ1
C0HJJ3	C0HJJ3
C0HKS5	C0HKS5
C0HKS5	Q17192
C0HKY3	C0HKY3
C0HLG2	C0HLG2
C0HLG4	C0HLG4
C0HLZ4	C0HLZ4
C0HMD5	C0HMD5
C1IBY0	C1IBY0
C1IBY2	C1IBY2
C5H8E7	C5H8E7
D1MWE7	D1MWE7
D2CFI7	D2CFI7
D2KKB4	D2KKB4
D2Y3T1	D2Y3T1
D3JWK2	D3JWK2
D4QD81	D4QD81
D6C4J8	D6C4J8
D9U2B3	D9U2B3
E2E4F7	E2E4F7
E3PQQ8	E3PQQ8
F6KSY2	F6KSY2
G3CJS0	G3CJS0
G3V8T1	G3V8T1
H2CYP1	H2CYP1
I6S3A9	I6S3A9
I6VXS1	I6VXS1
M1JMQ7	M1JMQ7
O18424	O18424
O35474	O35474
O35608	O35608
O87906	O87906
P00782	P00782
P01085	P01085
P01321	P01321
P01321	P69046
P01321	C0HJI4
P01321	P01336
P01321	P12703
P01546	P01546
P01552	P01552
P05637	P05637
P06886	P06886
P07444	P07444
P07444	P02869
P07444	P07440
P09332	P09332
P09545	P09545
P09807	P09807
P0A9Y1	P0A9Y1
P0A9Y1	P0A9Y0
P0A9Y1	P0A9Y8
P0A9Y1	Q46051
P0A9Y1	Q51929
P0A9Y1	P0A984
P0A9Y1	P0A1D9
Q09023	Q09023
Q09023	O22841
Q09023	P11218
Q0JF21	Q0JF21
Q13QH4	Q13QH4
Q13QH4	A6TAC7
Q1X703	Q1X703
Q2G1X0	Q2G1X0
Q3C255	Q3C255
Q3UMC0	Q3UMC0
Q3UMC0	Q9DBY8
Q45744	Q45744
Q45755	Q45755
Q45758	Q45758
Q45UF1	Q45UF1
Q4QXT9	Q4QXT9
Q53I06	Q53I06
Q5F1N4	Q5F1N4
Q5MAU8	Q5MAU8
Q5QGZ2	Q5QGZ2
Q5WPU8	Q5WPU8
Q5WPZ4	Q5WPZ4
Q5XI64	Q5XI64
Q5XK91	Q5XK91
Q60651	Q60651
Q60651	Q60652
Q61216	Q61216
Q6AZT2	Q6AZT2
Q6GE13	Q6GE13
Q6RX08	Q6RX08
Q6VPT6	Q6VPT6
Q70US9	Q70US9
Q733J4	Q733J4
Q733J4	A0L6F0
Q76CA2	Q76CA2
Q7M3V4	Q7M3V4
Q7T3L1	Q7T3L1
Q7X7E6	Q7X7E6
Q805E8	Q805E8
Q813X6	Q813X6
Q8F4I0	Q8F4I0
Q8F4I0	A2S877
Q8F4I0	Q5Z1C4
Q8IV16	Q8IV16
Q8QFV1	Q8QFV1
Q8WMX6	Q8WMX6
Q8WMX6	Q2IBF5
Q91121	Q91121
Q91121	P01223
Q91121	P80071
Q93WP4	Q93WP4
Q962V9	Q962V9
Q964Q0	Q964Q0
Q9EPB5	Q9EPB5
Q9LNN2	Q9LNN2
Q9LNN2	Q9LSR9
Q9PW99	Q9PW99
Q9RYL9	Q9RYL9
Q9S597	Q9S597
Q9SEI2	Q9SEI2
Q9SZY3	Q9SZY3
Q9UB30	Q9UB30
Q9UBN4	Q9UBN4
Q9VT52	Q9VT52
Q9WVF9	Q9WVF9
Q9X5C7	Q9X5C7
Q9XSM3	Q9XSM3
Q9XT90	Q9XT90
Q9XT90	P34960
Q9XT90	Q3U435
Q9XZE5	Q9XZE5
Q9XZE5	Q27884
Q9Y0X6	Q9Y0X6
Q9ZIU5	Q9ZIU5
T1PQV6	T1PQV6
U6BLN5	U6BLN5
P0C0T2	P0C0T2
P0C1T7	P0C1T7
P0C1X4	P0C1X4
P0C255	P0C255
P0C2K3	P0C2K3
P0C832	P0C832
P0CH47	P0CH47
P0DJ43	P0DJ43
P0DJC0	P0DJC0
P0DJE4	P0DJE4
P0DKP3	P0DKP3
P0DKQ8	P0DKQ8
P0DL61	P0DL61
P0DM45	P0DM45
P0DN65	P0DN65
P0DPE6	P0DPE6
P0DPG6	P0DPG6
P0DPW2	P0DPW2
P0DPY2	P0DPY2
P0DPZ6	P0DPZ6
P0DPZ8	P0DPZ8
P0DQA3	P0DQA3
P0DQB3	P0DQB3
P0DQE7	P0DQE7
P0DQF1	P0DQF1
P0DQG1	P0DQG1
P0DQG5	P0DQG5
P0DQI9	P0DQI9
P0DQZ0	P0DQZ0
P0DSL3	P0DSL3
P0DXX1	P0DXX1
P0DXZ4	P0DXZ4
P0DY41	P0DY41
P12071	P12071
P12071	P11968
P12071	P83396
P12071	P83395
P12071	P84452
P14369	P14369
P14369	A0A834R821
P14841	P14841
P15427	P15427
P15427	P13083
P15427	P06884
P15427	P29206
P15427	P37999
P15427	P41336
P16218	P16218
P16519	P16519
P16519	P29121
P16850	P16850
P16948	P16948
P17405	P17405
P18427	P18427
P18427	Q3HRV3
P19247	P19247
P21352	P21352
P22244	P22244
P23806	P23806
P29794	P29794
P29794	P18108
P29794	P68952
P29794	P68953
P32751	P32751
P32751	O16171
P33186	P33186
P35478	P35478
P35478	P25417
P39690	P39690
P42992	P42992
P46461	P46461
P50120	P50120
P50120	P06768
P50120	P22935
P50120	Q6T499
P51480	P51480
P51909	P51909
P52278	P52278
P53264	P53264
P54355	P54355
P55798	P55798
P69044	P69044
P69842	P69842
P83298	P83298
P83323	P83323
P84786	P84786
P85006	P85006
P85101	P85101
P86166	P86166
P86942	P86942
P94669	P94669
P94669	A1B1B9
P94669	A5IV71
P94669	O87402
P94669	Q0RQS0
P94669	Q8XXT1
P94669	Q93T81
P98089	P98089
P98105	P98105
P98153	P98153
Q00531	Q00531
Q02157	Q02157
Q02157	P00591
Q04669	Q04669
Q05968	Q05968
Q05968	P35792
Q05968	Q2XXP1
Q06B74	Q06B74
Q07338	Q07338
